,ADA-BNB,ADA-BTC,ADA-ETH,ADA-USDT,BNB-BTC,BNB-ETH,BNB-USDT,BTC-USDT,EOS-BNB,EOS-BTC,EOS-ETH,EOS-USDT,ETH-BTC,ETH-USDT,LINK-BTC,LINK-ETH,LTC-BNB,LTC-BTC,LTC-ETH,LTC-USDT,TRX-BTC,TRX-ETH,XLM-BNB,XLM-BTC,XLM-ETH,XLM-USDT,XMR-BTC,XMR-ETH,XRP-BNB,XRP-BTC,XRP-ETH,XRP-USDT
0,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
1,-0.005464480874316946,-0.0040322580645161255,-0.003721071091348338,-0.004488102294859964,-0.0029548555659606236,-0.003426280696279904,-0.003821509394014688,-0.0023924877350018693,-0.004931506849314993,-0.0027159152634438355,-0.0027858221368392113,-0.0037843579869871746,-0.0020245039334124025,-0.0033564864059209107,-0.005366487639104988,-0.006472427459024543,-0.0050268096514746174,-0.0026272528693724205,-0.003014937159520392,-0.003844510892780817,-0.005847953216374213,-0.0032737677195482594,-0.005725833614011577,-0.003529411764705892,-0.003950800617793559,-0.004121537429310651,-0.002864972595914339,-0.004382662355157552,-0.004548211036992211,-0.0026445032111823696,-0.0029629592271781745,-0.003419295795248578
2,-0.0035335689045938867,-0.0023130300693908756,-0.002309107275644817,-0.002585315408479949,-0.001623200952277748,-0.001997398886325441,-0.0021336268207710505,-0.0013459007128676869,-0.0030358227079538835,-0.0015689114168476737,-0.00166270783847966,-0.0021333932180551685,-0.0011452030870954476,-0.0018938577358472038,-0.0030051670086619566,-0.0037961869057766993,-0.003087478559176682,-0.0015151515151514694,-0.0018743536711479658,-0.0022140221402214832,-0.005208333333333259,-0.0018953752843063887,-0.0036009320059310346,-0.002219263204615962,-0.00246325869751729,-0.002293577981651529,-0.0016707507239921426,-0.002767416676693446,-0.0027472527472528485,-0.001522912917070629,-0.0018060103760909605,-0.001895579321803953
3,-0.002358490566037874,-0.0018921475875117721,-0.001423327055055434,-0.001524058349662405,-0.0009155914598213632,-0.0011750337094534212,-0.0012099678439735583,-0.0007657247208223692,-0.0019023462270132407,-0.0009537434430136882,-0.0009906988618410772,-0.001226065633641138,-0.0006695731099686017,-0.0010918114143920743,-0.001713819555850036,-0.00217894543010797,-0.0020283975659228792,-0.0009014810045073762,-0.0011390757214145841,-0.0013059092393078453,-0.003780718336483857,-0.0011206051267684813,-0.0023640661938534647,-0.0014184397163120588,-0.0014946388181854332,-0.001315500986625806,-0.0009911457645037647,-0.0016138376914499588,-0.0017064846416381396,-0.000945179584120992,-0.0010832999510969497,-0.0010782852841556777
4,-0.0012886597938144284,-0.0011627906976742208,-0.0006651058848567981,-0.0007564296520423675,-0.00042278160452462464,-0.0005296798493225507,-0.0005467237230631026,-0.0003414341578789947,-0.0010570824524314126,-0.0005174376487634413,-0.00047723584995706947,-0.0005759041695461153,-0.00032425039222831997,-0.0005125201347196962,-0.0008041757292395642,-0.0008967903654092391,-0.001341039855317518,-0.0004650441791969051,-0.0005391924166773918,-0.0006634232640424509,-0.0026109660574412663,-0.0005485463521668343,-0.0012913223140494923,-0.0010737294201861314,-0.0006843011869085425,-0.0006311637080868016,-0.0004881295762146909,-0.0006702745643213381,-0.0008710801393726486,-0.0004899559039687196,-0.0005077782898323719,-0.0005020920502091242
5,-0.00027081922816507564,-0.0004933399111989312,1.8680592164144194e-05,-9.199632014711412e-05,-4.413354830995475e-05,1.1413570735641088e-05,1.0516187124998133e-05,1.4674393550073717e-05,-0.00018018018018040038,-0.00011948858883970015,-3.8558676680677806e-05,-2.6600696938272606e-05,-3.891656288912415e-05,-3.136566090533588e-05,-7.895464055918122e-05,2.991423588616371e-06,-0.0002916302128900261,-0.00011543345261433302,-3.126465530722822e-05,-0.00011337868480731927,-0.0013192612137202797,-5.934189839951198e-05,-0.0002299908003677853,-0.0002763194252554113,7.22235523487047e-06,4.4061599162037446e-05,-8.784258608585116e-05,2.8636884306765253e-05,-0.00021119324181628762,-0.00013232764324455637,-9.455281247516822e-06,-2.4619020655203272e-05
6,0.0012755102040815647,0.0011061946902655162,0.0006578183647412139,0.0007346189164370021,0.0004055954141008571,0.0005563894500732143,0.0005806451612901942,0.000376803203177767,0.0010373443983402453,0.0004524886877828038,0.000465519007159099,0.0005594358174545461,0.00028631923736242024,0.0005115837170210913,0.0007239819004525305,0.0009726694310356444,0.0012919896640826156,0.00041987403778875887,0.0005175394107093125,0.0006511829824180637,0.0025706940874035134,0.000538502961766163,0.0012353915000901364,0.0009825113083630323,0.0006870902614048572,0.0006375009960952749,0.00042378867071590776,0.0007450454477722101,0.000860585197934638,0.00044286979627972123,0.0004863634710106979,0.0004879455756715783
7,0.0023446658851113966,0.001872659176029856,0.0014047535575626435,0.0015285845307246894,0.0008862196256755664,0.0011913571514907688,0.001247871981294126,0.0007962893480247593,0.0018921475875117721,0.0008815750808113254,0.0009799400507264355,0.0012194430264875768,0.0006313344452128171,0.0010928159838415443,0.0016457105729874581,0.002154857588980708,0.002014968336212064,0.0008587376556463688,0.0011132893477435737,0.001297681691876342,0.003717472118959231,0.001101431861419755,0.002331002331002363,0.0013943112102621225,0.0014735578235005597,0.0013260087137716425,0.0009302325581395099,0.0016501650165017256,0.0016934801016088574,0.0008938148015729119,0.0010578444748788663,0.001065532844104937
8,0.003515624999999911,0.0022883295194509046,0.0022786593197166027,0.0026032422198556393,0.0015940900250960067,0.0019993401085248506,0.002178221889683174,0.0013761061493203555,0.003028773346794411,0.001520527116066983,0.0016498099132056243,0.002143904915936412,0.001110850541251729,0.0019015516336581065,0.002961608286858032,0.003727728834353618,0.0030651340996170617,0.0014788762694013117,0.001859293531951734,0.002220107833809104,0.005244755244755206,0.0018752467429925535,0.003558718861209842,0.0021208907741250282,0.0024123103427706764,0.002300477791541189,0.001626016260162455,0.002752370096472001,0.002719238613188235,0.0014831294030404063,0.0017753724957458431,0.001876599284093628
9,0.005443886097152628,0.004053271569195216,0.003685121875416142,0.0045317220543807935,0.0029733792455151737,0.0034348549858151944,0.0039048089446628307,0.002436043868229066,0.004950495049504955,0.002704791344667834,0.0027865434987898634,0.0038309441423629575,0.0020134981469345013,0.003394037959599318,0.005428984586584964,0.0064568223159307435,0.005025125628140614,0.0026189436927104293,0.003014048531289948,0.003899626992200922,0.00588235294117645,0.0032392026578074162,0.005700510853540929,0.0034732272069464276,0.0038984326455584035,0.004112687641373514,0.002865329512893977,0.004298284419061105,0.004515624063337069,0.002589331952356444,0.002925069038090469,0.0033986474770246744
